 Permanent Tournament #, Player #, Player First Name, Player Last Name, Round, Hole, Par Value, Hole Score,  Shot, Distance,1st Putt Flag, To Location(Scorer), Date, Time, X Coordinate, Y Coordinate,Shot Impact
3,27095,Nick,Watney,3,8,4,5,3,540,N,Green,2/3/2018,1248,"10,219.49","9,767.74",-1.168136086
3,27095,Nick,Watney,3,8,4,5,4,175,Y,Green,2/3/2018,1250,"10,228.55","9,756.29",-2.270790289
3,27095,Nick,Watney,3,8,4,5,5,7,N,,2/3/2018,1250,0,0,-1.351891854
3,27095,Nick,Watney,3,9,4,3,1,11632,N,Fairway,2/3/2018,1254,"11,117.79","9,820.25",0.338393226
3,27095,Nick,Watney,3,9,4,3,2,5160,N,Green,2/3/2018,1259,"11,536.17","9,720.84",0.689985845
3,27095,Nick,Watney,3,9,4,3,3,347,Y,,2/3/2018,1305,0,0,2.349620467
3,27095,Nick,Watney,3,10,4,4,1,11407,N,Fairway,2/3/2018,1310,"11,438.77","8,851.96",0.336976591
3,27095,Nick,Watney,3,10,4,4,2,4371,N,Green,2/3/2018,1316,"11,075.23","8,829.95",0.413892216
3,27095,Nick,Watney,3,10,4,4,3,241,Y,Green,2/3/2018,1320,"11,066.60","8,848.12",0.225208382
3,27095,Nick,Watney,3,10,4,4,4,34,N,,2/3/2018,1323,0,0,-0.488034587
3,27095,Nick,Watney,3,11,4,3,1,10897,N,Fairway,2/3/2018,1324,"10,176.94","9,348.87",-0.23898161
3,27095,Nick,Watney,3,11,4,3,2,5950,N,Green,2/3/2018,1330,"9,817.23","9,690.11",0.914835605
3,27095,Nick,Watney,3,11,4,3,3,170,Y,,2/3/2018,1335,0,0,2.183547559
3,27095,Nick,Watney,3,12,3,3,1,7240,N,Green,2/3/2018,1340,"9,208.12","9,352.89",0.248949565
3,27095,Nick,Watney,3,12,3,3,2,270,Y,Green,2/3/2018,1345,"9,229.93","9,358.49",-0.352073269
3,27095,Nick,Watney,3,12,3,3,3,12,N,,2/3/2018,1346,0,0,-0.336946505
3,27095,Nick,Watney,3,13,5,5,1,11428,N,Fairway Bunker,2/3/2018,1350,"8,325.79","10,016.10",0.34862836
3,27095,Nick,Watney,3,13,5,5,2,5574,N,Fairway,2/3/2018,1356,"8,142.46","10,442.88",-0.328403974
3,27095,Nick,Watney,3,13,5,5,3,2612,N,Fairway,2/3/2018,1401,"7,991.48","10,599.68",-0.241778151
3,27095,Nick,Watney,3,13,5,5,4,474,N,Green,2/3/2018,1403,"7,957.63","10,620.04",-0.463978252
3,27095,Nick,Watney,3,13,5,5,5,104,Y,,2/3/2018,1406,0,0,0.090788556
3,27095,Nick,Watney,3,14,4,5,1,11255,N,Primary Rough,2/3/2018,1409,"8,158.56","9,586.53",0.062815252
3,27095,Nick,Watney,3,14,4,5,2,5603,N,Intermediate Rough,2/3/2018,1416,"8,591.48","9,411.55",-0.791279134
3,27095,Nick,Watney,3,14,4,5,3,739,N,Green,2/3/2018,1421,"8,643.50","9,378.80",-0.775202087
3,27095,Nick,Watney,3,14,4,5,4,190,Y,Green,2/3/2018,1422,"8,631.36","9,388.94",-1.59917118
3,27095,Nick,Watney,3,14,4,5,5,12,N,,2/3/2018,1422,0,0,-0.620263075
3,27095,Nick,Watney,3,15,5,5,1,12259,N,Cart Path,2/3/2018,1432,"9,673.69","8,995.84",-0.452897043
3,27095,Nick,Watney,3,15,5,5,2,100,N,Primary Rough,2/3/2018,1437,"9,670.45","8,988.15",0.096081502
3,27095,Nick,Watney,3,15,5,5,3,4999,N,Fairway,2/3/2018,1439,"10,076.37","9,081.87",-0.005239661
3,27095,Nick,Watney,3,15,5,5,4,3542,N,Green,2/3/2018,1443,"10,370.06","9,110.56",-0.013127086
3,27095,Nick,Watney,3,15,5,5,5,125,Y,Green,2/3/2018,1448,"10,367.80","9,100.43",-0.208409471
3,27095,Nick,Watney,3,15,5,5,6,17,N,,2/3/2018,1448,0,0,-0.193480296
3,27095,Nick,Watney,3,16,3,2,1,4608,N,Green,2/3/2018,1454,"10,824.29","8,870.59",-0.119705235
3,27095,Nick,Watney,3,16,3,2,2,116,Y,,2/3/2018,1458,0,0,2.238062138
3,27095,Nick,Watney,3,17,4,4,1,11344,N,Fairway,2/3/2018,1502,"11,778.72","8,584.70",0.133455471
3,27095,Nick,Watney,3,17,4,4,2,1039,N,Green,2/3/2018,1508,"11,855.00","8,625.51",-0.293575555
3,27095,Nick,Watney,3,17,4,4,3,249,Y,Green,2/3/2018,1510,"11,836.37","8,616.42",-0.131974461
3,27095,Nick,Watney,3,17,4,4,4,26,N,,2/3/2018,1510,0,0,0.280990482
3,27095,Nick,Watney,3,18,4,4,1,11630,N,Primary Rough,2/3/2018,1515,"12,406.00","9,260.51",-0.169245512
3,27095,Nick,Watney,3,18,4,4,2,158,N,Primary Rough,2/3/2018,1523,"12,401.50","9,248.18",-0.243821755
3,27095,Nick,Watney,3,18,4,4,3,4582,N,Intermediate Rough,2/3/2018,1525,"12,284.89","9,611.73",-0.124289367
3,27095,Nick,Watney,3,18,4,4,4,852,N,Green,2/3/2018,1527,"12,224.86","9,649.52",-0.433858813
3,27095,Nick,Watney,3,18,4,4,5,45,Y,,2/3/2018,1531,0,0,0.163788063
3,27129,Luke,List,3,1,4,4,1,9294,N,Primary Rough,2/3/2018,1010,"11,469.48","10,677.76",-0.418088867
3,27129,Luke,List,3,1,4,4,2,4679,N,Green,2/3/2018,1016,"11,303.27","11,030.41",0.221208665
3,27129,Luke,List,3,1,4,4,3,401,Y,Green,2/3/2018,1020,"11,314.92","11,061.69",-0.342726634
3,27129,Luke,List,3,1,4,4,4,10,N,,2/3/2018,1020,0,0,0.287423674
3,27129,Luke,List,3,2,4,3,1,11900,N,Fairway,2/3/2018,1026,"11,491.57","10,215.61",-0.462290253
3,27129,Luke,List,3,2,4,3,2,4145,N,Green,2/3/2018,1032,"11,641.11","9,904.28",1.278533647
3,27129,Luke,List,3,2,4,3,3,169,Y,,2/3/2018,1036,0,0,2.484036524
3,27129,Luke,List,3,3,5,4,1,11877,N,Fairway,2/3/2018,1040,"10,443.89","10,180.22",0.176687865
3,27129,Luke,List,3,3,5,4,2,7660,N,Green,2/3/2018,1048,"9,843.25","10,396.19",1.203755319
3,27129,Luke,List,3,3,5,4,3,374,Y,Green,2/3/2018,1054,"9,846.63","10,427.15",1.075633254
3,27129,Luke,List,3,3,5,4,4,29,N,,2/3/2018,1055,0,0,2.38205273
3,27129,Luke,List,3,4,3,2,1,6825,N,Green,2/3/2018,1058,"9,528.69","11,030.79",-0.0549845
3,27129,Luke,List,3,4,3,2,2,246,Y,,2/3/2018,1105,0,0,2.057472355
3,27129,Luke,List,3,5,4,4,1,10995,N,Fairway Bunker,2/3/2018,1108,"8,868.62","10,841.82",-0.448606399
3,27129,Luke,List,3,5,4,4,2,6201,N,Green,2/3/2018,1115,"8,487.63","10,492.78",0.475909311
3,27129,Luke,List,3,5,4,4,3,709,Y,Green,2/3/2018,1120,"8,506.12","10,548.93",-0.084719374
3,27129,Luke,List,3,5,4,4,4,39,N,,2/3/2018,1120,0,0,0.180927651
3,27129,Luke,List,3,6,4,5,1,11389,N,Fairway Bunker,2/3/2018,1123,"9,003.27","9,931.72",-0.412054443
3,27129,Luke,List,3,6,4,5,2,3009,N,Fairway,2/3/2018,1131,"9,241.37","9,852.97",-1.461225059
3,27129,Luke,List,3,6,4,5,3,1246,N,Green,2/3/2018,1134,"9,326.98","9,794.41",-1.112242392
3,27129,Luke,List,3,6,4,5,4,93,Y,Green,2/3/2018,1137,"9,334.09","9,797.51",-2.430928106
3,27129,Luke,List,3,6,4,5,5,24,N,,2/3/2018,1138,0,0,-1.367977652
3,27129,Luke,List,3,7,3,3,1,7545,N,Green,2/3/2018,1143,"9,056.33","10,491.06",-0.243601913
3,27129,Luke,List,3,7,3,3,2,601,Y,Green,2/3/2018,1149,"9,007.83","10,503.48",-0.224956226
3,27129,Luke,List,3,7,3,3,3,101,N,,2/3/2018,1152,0,0,-0.480074643
3,27129,Luke,List,3,8,4,4,1,10978,N,Fairway,2/3/2018,1155,"9,742.20","10,037.91",0.282049759
3,27129,Luke,List,3,8,4,4,2,6306,N,Green,2/3/2018,1200,"10,205.84","9,790.49",0.186990926
3,27129,Luke,List,3,8,4,4,3,549,Y,Green,2/3/2018,1205,"10,232.68","9,753.47",-0.005284346
3,27129,Luke,List,3,8,4,4,4,59,N,,2/3/2018,1208,0,0,0.253462118
3,27129,Luke,List,3,9,4,4,1,11343,N,Fairway,2/3/2018,1211,"11,098.21","9,849.76",0.400023344
3,27129,Luke,List,3,9,4,4,2,4953,N,Green,2/3/2018,1218,"11,487.14","9,711.53",0.361230747
3,27129,Luke,List,3,9,4,4,3,345,Y,Green,2/3/2018,1221,"11,509.66","9,729.39",-0.498193643
3,27129,Luke,List,3,9,4,4,4,21,N,,2/3/2018,1222,0,0,-0.244335581
3,27129,Luke,List,3,10,4,4,1,11962,N,Native Area,2/3/2018,1228,"11,472.45","8,766.51",0.040152092
3,27129,Luke,List,3,10,4,4,2,4868,N,Green,2/3/2018,1235,"11,074.77","8,846.52",0.444709793
3,27129,Luke,List,3,10,4,4,3,93,Y,Green,2/3/2018,1239,"11,067.14","8,848.06",0.099339114
3,27129,Luke,List,3,10,4,4,4,28,N,,2/3/2018,1239,0,0,0.213129245
3,27129,Luke,List,3,11,4,3,1,12562,N,Fairway,2/3/2018,1242,"10,057.86","9,424.59",0.430401126
3,27129,Luke,List,3,11,4,3,2,4137,N,Green,2/3/2018,1248,"9,821.96","9,675.98",0.640024711
3,27129,Luke,List,3,11,4,3,3,86,Y,,2/3/2018,1252,0,0,1.92981983
3,27129,Luke,List,3,12,3,5,1,6744,N,Green Side Bunker,2/3/2018,1256,"9,264.74","9,360.18",-0.402732808
3,27129,Luke,List,3,12,3,5,2,1032,N,Green,2/3/2018,1301,"9,178.87","9,365.01",-2.216076303
3,27129,Luke,List,3,12,3,5,3,656,Y,Green,2/3/2018,1303,"9,233.53","9,363.74",-2.04649088
3,27129,Luke,List,3,12,3,5,4,65,N,Green,2/3/2018,1305,"9,233.87","9,358.38",-2.44877807
3,27129,Luke,List,3,12,3,5,5,34,N,,2/3/2018,1305,0,0,-1.587720426
3,27129,Luke,List,3,13,5,4,1,11662,N,Fairway Bunker,2/3/2018,1307,"8,299.70","10,014.32",-0.106085522
3,27129,Luke,List,3,13,5,4,2,5419,N,Fairway,2/3/2018,1313,"8,152.62","10,441.25",0.694291006
3,27129,Luke,List,3,13,5,4,3,3163,N,Green,2/3/2018,1316,"7,958.59","10,619.62",1.195494657
3,27129,Luke,List,3,13,5,4,4,91,Y,,2/3/2018,1320,0,0,2.062292339
3,27129,Luke,List,3,14,4,4,1,11544,N,Fairway,2/3/2018,1323,"8,200.84","9,582.96",-0.221935692
3,27129,Luke,List,3,14,4,4,2,5773,N,Green,2/3/2018,1330,"8,642.53","9,392.39",-0.344982585
3,27129,Luke,List,3,14,4,4,3,144,Y,Green,2/3/2018,1335,"8,631.17","9,388.57",0.161243587
3,27129,Luke,List,3,14,4,4,4,14,N,,2/3/2018,1335,0,0,-0.004776097
3,27129,Luke,List,3,15,5,4,1,12571,N,Fairway,2/3/2018,1339,"9,724.90","9,116.07",-0.281005241
3,27129,Luke,List,3,15,5,4,2,7412,N,Green,2/3/2018,1347,"10,341.72","9,084.45",0.933120331
3,27129,Luke,List,3,15,5,4,3,409,Y,Green,2/3/2018,1355,"10,369.87","9,103.66",1.342058754
3,27129,Luke,List,3,15,5,4,4,36,N,,2/3/2018,1358,0,0,2.325377077
3,27129,Luke,List,3,16,3,3,1,4815,N,Green,2/3/2018,1401,"10,842.82","8,863.16",0.299497412
3,27129,Luke,List,3,16,3,3,2,222,Y,Green,2/3/2018,1406,"10,824.42","8,861.11",-0.005824551
3,27129,Luke,List,3,16,3,3,3,2,N,,2/3/2018,1406,0,0,0.080646694
3,27129,Luke,List,3,17,4,4,1,10799,N,Primary Rough,2/3/2018,1412,"11,718.58","8,491.85",0.342002391
3,27129,Luke,List,3,17,4,4,2,332,N,Unknown,2/3/2018,1419,"11,724.70","8,464.96",0.046131162
3,27129,Luke,List,3,17,4,4,3,2004,N,Fairway,2/3/2018,1421,"11,830.59","8,593.94",0.206388792
3,27129,Luke,List,3,17,4,4,4,173,N,Green,2/3/2018,1422,"11,832.53","8,608.25",-0.060465007
3,27129,Luke,List,3,17,4,4,5,112,Y,,2/3/2018,1424,0,0,0.069610063
3,27129,Luke,List,3,18,4,5,1,11572,N,Fairway Bunker,2/3/2018,1428,"12,175.01","9,315.41",-0.255682422
3,27129,Luke,List,3,18,4,5,2,4635,N,Green,2/3/2018,1434,"12,250.64","9,694.10",-0.936361091
3,27129,Luke,List,3,18,4,5,3,659,Y,Green,2/3/2018,1438,"12,227.54","9,644.30",-0.981064809
3,27129,Luke,List,3,18,4,5,4,69,N,Green,2/3/2018,1441,"12,228.61","9,649.94",-1.602116291
3,27129,Luke,List,3,18,4,5,5,9,N,,2/3/2018,1441,0,0,-1.083949232
3,27214,Kevin,Streelman,3,1,4,3,1,9890,N,Fairway,2/3/2018,1339,"11,500.04","10,745.57",-0.253216715
3,27214,Kevin,Streelman,3,1,4,3,2,4381,N,Green,2/3/2018,1343,"11,319.56","11,062.90",0.605877117
3,27214,Kevin,Streelman,3,1,4,3,3,58,Y,,2/3/2018,1350,0,0,2.445995422
3,27214,Kevin,Streelman,3,2,4,4,1,10703,N,Intermediate Rough,2/3/2018,1352,"11,401.30","10,289.50",-0.169194278
3,27214,Kevin,Streelman,3,2,4,4,2,5094,N,Green,2/3/2018,1357,"11,619.03","9,925.21",0.053394571
3,27214,Kevin,Streelman,3,2,4,4,3,547,Y,Green,2/3/2018,1402,"11,651.81","9,893.49",0.477124165
3,27214,Kevin,Streelman,3,2,4,4,4,10,N,,2/3/2018,1402,0,0,0.447385147
3,27214,Kevin,Streelman,3,3,5,4,1,10965,N,Fairway,2/3/2018,1410,"10,510.24","10,096.20",-0.392505231
3,27214,Kevin,Streelman,3,3,5,4,2,8477,N,Green Side Bunker,2/3/2018,1419,"9,879.32","10,413.96",0.826437369
3,27214,Kevin,Streelman,3,3,5,4,3,392,N,Green,2/3/2018,1423,"9,849.10","10,426.10",1.256373969
3,27214,Kevin,Streelman,3,3,5,4,4,22,Y,,2/3/2018,1426,0,0,1.603654303
3,27214,Kevin,Streelman,3,4,3,3,1,6678,N,Green,2/3/2018,1430,"9,496.12","11,010.10",-0.491458612
3,27214,Kevin,Streelman,3,4,3,3,2,248,Y,Green,2/3/2018,1435,"9,512.90","11,022.23",-0.045269427
3,27214,Kevin,Streelman,3,4,3,3,3,30,N,,2/3/2018,1437,0,0,0.46942555
3,27214,Kevin,Streelman,3,5,4,4,1,10997,N,Fairway,2/3/2018,1439,"8,884.94","10,809.17",0.298059046
3,27214,Kevin,Streelman,3,5,4,4,2,5610,N,Green,2/3/2018,1446,"8,511.11","10,528.44",0.067102404
3,27214,Kevin,Streelman,3,5,4,4,3,277,Y,Green,2/3/2018,1456,"8,502.78","10,549.94",-0.192914851
3,27214,Kevin,Streelman,3,5,4,4,4,20,N,,2/3/2018,1456,0,0,0.461889765
3,27214,Kevin,Streelman,3,6,4,4,1,10239,N,Fairway Bunker,2/3/2018,1458,"8,912.19","9,972.85",0.126841915
3,27214,Kevin,Streelman,3,6,4,4,2,5322,N,Green,2/3/2018,1503,"9,323.17","9,806.29",-0.015610936
3,27214,Kevin,Streelman,3,6,4,4,3,166,Y,Green,2/3/2018,1509,"9,332.27","9,795.91",-0.170309298
3,27214,Kevin,Streelman,3,6,4,4,4,5,N,,2/3/2018,1509,0,0,0.198463818
3,27214,Kevin,Streelman,3,7,3,3,1,7945,N,Green,2/3/2018,1515,"9,029.76","10,512.63",-0.234441671
3,27214,Kevin,Streelman,3,7,3,3,2,222,Y,Green,2/3/2018,1522,"9,011.28","10,512.81",0.222323122
3,27214,Kevin,Streelman,3,7,3,3,3,23,N,,2/3/2018,1522,0,0,0.215932586
3,27214,Kevin,Streelman,3,8,4,4,1,11270,N,Fairway,2/3/2018,1525,"9,744.52","10,007.36",-0.107861742
3,27214,Kevin,Streelman,3,8,4,4,2,6130,N,Green,2/3/2018,1529,"10,196.27","9,768.98",0.114986247
3,27214,Kevin,Streelman,3,8,4,4,3,427,Y,Green,2/3/2018,1536,"10,229.42","9,755.96",0.115982823
3,27214,Kevin,Streelman,3,8,4,4,4,11,N,,2/3/2018,1536,0,0,-0.467577224
3,27214,Kevin,Streelman,3,9,4,4,1,10922,N,Intermediate Rough,2/3/2018,1539,"11,049.21","9,780.76",-0.144255822
3,27214,Kevin,Streelman,3,9,4,4,2,5615,N,Fairway,2/3/2018,1545,"11,517.13","9,778.87",-0.120504644
3,27214,Kevin,Streelman,3,9,4,4,3,580,N,Green,2/3/2018,1548,"11,506.14","9,731.84",-0.266897497
3,27214,Kevin,Streelman,3,9,4,4,4,33,Y,,2/3/2018,1551,0,0,0.49221638
3,27214,Kevin,Streelman,3,10,4,4,1,9889,N,Fairway Bunker,2/3/2018,1111,"11,501.56","8,965.34",0.471909966
3,27214,Kevin,Streelman,3,10,4,4,2,5428,N,Primary Rough,2/3/2018,1116,"11,071.97","8,823.67",-0.200898545
3,27214,Kevin,Streelman,3,10,4,4,3,259,N,Green,2/3/2018,1119,"11,069.86","8,845.16",-0.025098539
3,27214,Kevin,Streelman,3,10,4,4,4,27,Y,,2/3/2018,1124,0,0,0.342414325
3,27214,Kevin,Streelman,3,11,4,5,1,11151,N,Fairway,2/3/2018,1125,"10,178.77","9,407.51",0.332220373
3,27214,Kevin,Streelman,3,11,4,5,2,6036,N,Green,2/3/2018,1131,"9,753.45","9,675.97",-0.901723361
3,27214,Kevin,Streelman,3,11,4,5,3,856,Y,Green,2/3/2018,1135,"9,824.78","9,673.87",-1.259938148
3,27214,Kevin,Streelman,3,11,4,5,4,156,N,Green,2/3/2018,1138,"9,812.51","9,678.28",-1.633652244
3,27214,Kevin,Streelman,3,11,4,5,5,35,N,,2/3/2018,1139,0,0,-1.323005211
3,27214,Kevin,Streelman,3,12,3,3,1,6530,N,Fairway,2/3/2018,1146,"9,205.70","9,437.71",-0.017551791
3,27214,Kevin,Streelman,3,12,3,3,2,961,N,Green,2/3/2018,1148,"9,231.01","9,361.78",0.326855158
3,27214,Kevin,Streelman,3,12,3,3,3,31,Y,,2/3/2018,1152,0,0,-0.117812919
3,27214,Kevin,Streelman,3,13,5,4,1,10791,N,Fairway,2/3/2018,1155,"8,377.64","9,995.70",-0.234259803
3,27214,Kevin,Streelman,3,13,5,4,2,9380,N,Green,2/3/2018,1201,"7,950.96","10,650.64",0.700720564
3,27214,Kevin,Streelman,3,13,5,4,3,469,Y,Green,2/3/2018,1207,"7,964.94","10,614.14",0.611031241
3,27214,Kevin,Streelman,3,13,5,4,4,15,N,,2/3/2018,1207,0,0,2.223275285
3,27214,Kevin,Streelman,3,14,4,4,1,10495,N,Primary Rough,2/3/2018,1211,"8,236.24","9,712.07",-0.316939764
3,27214,Kevin,Streelman,3,14,4,4,2,6455,N,Green,2/3/2018,1218,"8,652.77","9,371.71",-0.460990866
3,27214,Kevin,Streelman,3,14,4,4,3,315,Y,Green,2/3/2018,1222,"8,632.63","9,388.58",0.341301793
3,27214,Kevin,Streelman,3,14,4,4,4,1,N,,2/3/2018,1223,0,0,0.061174452
3,27214,Kevin,Streelman,3,15,5,5,1,11133,N,Fairway,2/3/2018,1231,"9,599.68","9,092.83",0.102982344
3,27214,Kevin,Streelman,3,15,5,5,2,6293,N,Fairway,2/3/2018,1238,"10,124.02","9,098.85",0.24856457
3,27214,Kevin,Streelman,3,15,5,5,3,2972,N,Green,2/3/2018,1242,"10,371.28","9,085.19",0.35660581
3,27214,Kevin,Streelman,3,15,5,5,4,237,Y,Green,2/3/2018,1247,"10,365.88","9,104.23",0.000243797
3,27214,Kevin,Streelman,3,15,5,5,5,30,N,,2/3/2018,1248,0,0,-0.150304241
3,27214,Kevin,Streelman,3,16,3,3,1,4463,N,Green,2/3/2018,1253,"10,814.93","8,849.98",-0.2621779
3,27214,Kevin,Streelman,3,16,3,3,2,201,Y,Green,2/3/2018,1258,"10,825.72","8,862.78",-0.25859856
3,27214,Kevin,Streelman,3,16,3,3,3,26,N,,2/3/2018,1259,0,0,0.053409268
3,27214,Kevin,Streelman,3,17,4,4,1,12473,N,Primary Rough,2/3/2018,1307,"11,876.16","8,628.23",-0.485402933
3,27214,Kevin,Streelman,3,17,4,4,2,684,N,Green,2/3/2018,1311,"11,819.49","8,622.84",-0.040055501
3,27214,Kevin,Streelman,3,17,4,4,3,272,Y,Green,2/3/2018,1318,"11,841.16","8,616.08",0.237516947
3,27214,Kevin,Streelman,3,17,4,4,4,29,N,,2/3/2018,1318,0,0,0.27210508
3,27214,Kevin,Streelman,3,18,4,5,1,8951,N,Water,2/3/2018,1322,"12,171.50","9,095.15",-0.49383537
3,27214,Kevin,Streelman,3,18,4,5,2,0,N,,2/3/2018,1327,0,0,-1.339510028
3,27214,Kevin,Streelman,3,18,4,5,3,625,N,Primary Rough,2/3/2018,1327,"12,202.08","9,053.11",-0.560704629
3,27214,Kevin,Streelman,3,18,4,5,4,6827,N,Green Side Bunker,2/3/2018,1327,"12,219.33","9,621.73",-1.975248383
3,27214,Kevin,Streelman,3,18,4,5,5,542,N,Green,2/3/2018,1332,"12,238.61","9,662.45",-1.309787544
3,27214,Kevin,Streelman,3,18,4,5,6,198,Y,,2/3/2018,1334,0,0,-0.601032024
3,27349,Alex,Noren,3,1,4,4,1,8983,N,Intermediate Rough,2/3/2018,1239,"11,506.63","10,666.36",0.197253055
3,27349,Alex,Noren,3,1,4,4,2,5557,N,Green,2/3/2018,1245,"11,272.69","11,065.97",-0.366770217
3,27349,Alex,Noren,3,1,4,4,3,483,Y,Green,2/3/2018,1249,"11,312.60","11,060.99",-0.400160743
3,27349,Alex,Noren,3,1,4,4,4,28,N,,2/3/2018,1251,0,0,0.358204362
3,27349,Alex,Noren,3,2,4,4,1,10948,N,Fairway,2/3/2018,1254,"11,453.36","10,285.90",0.305157833
3,27349,Alex,Noren,3,2,4,4,2,5213,N,Green,2/3/2018,1259,"11,650.16","9,898.71",0.303644371
3,27349,Alex,Noren,3,2,4,4,3,83,Y,Green,2/3/2018,1306,"11,650.30","9,891.79",0.018012122
3,27349,Alex,Noren,3,2,4,4,4,26,N,,2/3/2018,1307,0,0,-0.306914322
3,27349,Alex,Noren,3,3,5,4,1,11160,N,Fairway,2/3/2018,1311,"10,506.74","10,192.80",0.484653508
3,27349,Alex,Noren,3,3,5,4,2,8762,N,Green,2/3/2018,1319,"9,805.07","10,394.79",1.131149168
3,27349,Alex,Noren,3,3,5,4,3,637,Y,Green,2/3/2018,1326,"9,844.07","10,430.79",0.657284575
3,27349,Alex,Noren,3,3,5,4,4,82,N,,2/3/2018,1329,0,0,2.205566529
3,27349,Alex,Noren,3,4,3,2,1,6734,N,Green,2/3/2018,1332,"9,517.87","11,020.61",-0.373992026
3,27349,Alex,Noren,3,4,3,2,2,87,Y,,2/3/2018,1339,0,0,2.316694073
3,27349,Alex,Noren,3,5,4,4,1,9185,N,Primary Rough,2/3/2018,1342,"9,049.84","10,825.80",0.177828113
3,27349,Alex,Noren,3,5,4,4,2,7197,N,Fairway,2/3/2018,1347,"8,505.75","10,573.67",-0.129690338
3,27349,Alex,Noren,3,5,4,4,3,356,N,Green,2/3/2018,1352,"8,502.71","10,544.19",-0.022696616
3,27349,Alex,Noren,3,5,4,4,4,44,Y,,2/3/2018,1356,0,0,-0.47289054
3,27349,Alex,Noren,3,6,4,3,1,11691,N,Fairway,2/3/2018,1359,"8,983.91","9,871.86",-0.227996867
3,27349,Alex,Noren,3,6,4,3,2,4143,N,Green,2/3/2018,1406,"9,319.94","9,792.50",1.116682545
3,27349,Alex,Noren,3,6,4,3,3,153,Y,,2/3/2018,1412,0,0,2.359019496
3,27349,Alex,Noren,3,7,3,3,1,7061,N,Fairway,2/3/2018,1415,"9,099.34","10,472.72",0.356274595
3,27349,Alex,Noren,3,7,3,3,2,1085,N,Green,2/3/2018,1420,"9,013.48","10,500.95",0.150121
3,27349,Alex,Noren,3,7,3,3,3,119,Y,,2/3/2018,1426,0,0,-0.333834348
3,27349,Alex,Noren,3,8,4,4,1,11600,N,Fairway,2/3/2018,1428,"9,796.51","10,017.58",-0.045733747
3,27349,Alex,Noren,3,8,4,4,2,6180,N,Green,2/3/2018,1435,"10,237.32","9,751.23",0.113860971
3,27349,Alex,Noren,3,8,4,4,3,151,Y,Green,2/3/2018,1441,"10,226.64","9,757.85",-0.421797716
3,27349,Alex,Noren,3,8,4,4,4,28,N,,2/3/2018,1442,0,0,-0.41094482
3,27349,Alex,Noren,3,9,4,4,1,11281,N,Primary Rough,2/3/2018,1444,"11,073.54","9,754.52",0.290872235
3,27349,Alex,Noren,3,9,4,4,2,4962,N,Fairway,2/3/2018,1452,"11,486.80","9,766.41",0.067972491
3,27349,Alex,Noren,3,9,4,4,3,438,N,Green,2/3/2018,1455,"11,505.09","9,735.07",0.063995384
3,27349,Alex,Noren,3,9,4,4,4,64,Y,,2/3/2018,1500,0,0,-0.204034342
3,27349,Alex,Noren,3,10,4,4,1,9112,N,Fairway,2/3/2018,1021,"11,556.65","9,002.89",0.037377895
3,27349,Alex,Noren,3,10,4,4,2,5785,N,Green,2/3/2018,1025,"11,094.79","8,864.71",0.124266484
3,27349,Alex,Noren,3,10,4,4,3,386,Y,Green,2/3/2018,1031,"11,068.47","8,846.18",0.416202818
3,27349,Alex,Noren,3,10,4,4,4,19,N,,2/3/2018,1033,0,0,-0.313856266
3,27349,Alex,Noren,3,11,4,4,1,10176,N,Fairway,2/3/2018,1035,"10,243.78","9,353.75",-0.22455446
3,27349,Alex,Noren,3,11,4,4,2,6496,N,Green,2/3/2018,1039,"9,807.82","9,674.59",0.294471415
3,27349,Alex,Noren,3,11,4,4,3,113,Y,Green,2/3/2018,1048,"9,816.92","9,677.01",0.115295676
3,27349,Alex,Noren,3,11,4,4,4,28,N,,2/3/2018,1049,0,0,0.414644057
3,27349,Alex,Noren,3,12,3,3,1,6689,N,Green,2/3/2018,1054,"9,238.28","9,387.49",-0.171192052
3,27349,Alex,Noren,3,12,3,3,2,366,Y,Green,2/3/2018,1100,"9,231.19","9,357.81",-0.261386773
3,27349,Alex,Noren,3,12,3,3,3,12,N,,2/3/2018,1100,0,0,0.428609498
3,27349,Alex,Noren,3,13,5,4,1,10805,N,Fairway,2/3/2018,1104,"8,377.60","9,997.49",0.142253694
3,27349,Alex,Noren,3,13,5,4,2,10241,N,Primary Rough,2/3/2018,1110,"7,847.41","10,666.21",0.823135342
3,27349,Alex,Noren,3,13,5,4,3,1618,N,Green,2/3/2018,1115,"7,970.16","10,610.50",1.21244808
3,27349,Alex,Noren,3,13,5,4,4,83,Y,,2/3/2018,1117,0,0,2.354358043
3,27349,Alex,Noren,3,14,4,4,1,10729,N,Fairway,2/3/2018,1122,"8,189.13","9,655.54",-0.005993014
3,27349,Alex,Noren,3,14,4,4,2,6398,N,Green,2/3/2018,1127,"8,649.97","9,387.55",0.181092221
3,27349,Alex,Noren,3,14,4,4,3,233,Y,Green,2/3/2018,1135,"8,630.56","9,387.90",0.244828325
3,27349,Alex,Noren,3,14,4,4,4,23,N,,2/3/2018,1135,0,0,0.254072481
3,27349,Alex,Noren,3,15,5,4,1,10906,N,Fairway,2/3/2018,1137,"9,590.53","9,159.46",-0.413708008
3,27349,Alex,Noren,3,15,5,4,2,8649,N,Green Side Bunker,2/3/2018,1145,"10,303.70","9,055.38",0.681380904
3,27349,Alex,Noren,3,15,5,4,3,937,N,Green,2/3/2018,1150,"10,368.39","9,098.89",0.82734846
